price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,urgency_text,origin_country,merchant_title,merchant_name,merchant_info_subtitle,merchant_rating_count,merchant_rating,merchant_id,merchant_has_profile_picture,merchant_profile_picture,theme,crawl_month,id
7.0,6,EUR,1000,0,3.0,245,0,0,0,0,"Summer,strappytop,Plus Size,Lace,Shirt,Plus size top,tank top,Women's Fashion,Fashion,sleeveless tops,Casual T-Shirt,Spaghetti,summer tops,Women,lace trim,spaghetti strap top,Tank,Necks,Tops,Casual,Cami Tank Tops,sleeveless,deep v neck top,Loose tank tops",armygreen,M,50,Livraison standard,2,0,43,50,1.0,Quantité limitée !,CN,mimily,mimily,"(9,341 notes)",9341,4.012953645219998,58fde9517c09181253b0ef86,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_58fde9517c09181253b0ef86.jpg,summer,2020-08,870
3.91,4,EUR,1000,1,4.0,145,0,0,0,0,"suspenders,Summer,Plus Size,Tank,Shirt,Beach,Tops,Loose,Women's Fashion,Fashion,printed,Summer Fashion,sleeveless,Cotton,blouse,Casual,Women",yellow,S,50,Livraison standard,1,0,48,50,1.0,Quantité limitée !,CN,guangzhouweishiweifushiyouxiangongsi,广州唯适唯服饰有限公司,"83 % avis positifs (32,168 notes)",32168,3.8845436458592384,558c2cdc89d53c4005ea2920,0,,summer,2020-08,561
6.0,6,EUR,100,1,5.0,2,0,0,0,0,"Summer,casualjumpsuit,summerjumpsuit,cottonblendjumpsuit,jumpsuitforwomen,widelegpant,Jumpsuits & Rompers,sleevelessjumpsuit,loosejumpsuit,sleeveless,Women,women Jumpsuit,Casual,jumpsuit",black,XS,1,Standard Shipping,2,0,27,50,,,CN,gaoying666300,gaoying666300,81% Positive Feedback (28 ratings),28,4.035714285714286,5e4f6a3a29e786346774bcce,0,,summer,2020-08,812
2.0,2,EUR,10000,1,4.0,980,0,0,0,0,"Summer,Plus Size,Tank,Tops,uneck,tank top,Floral print,Print,Women's Fashion,Fashion,Floral,sleeveless,Casual",green,S,1,Livraison standard,1,0,23,50,,,CN,Suyi Technology,greatexpectationstechnology,"86 % avis positifs (12,309 notes)",12309,4.0451702006661785,5acaf29d5ebcfd72403106a8,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5acaf29d5ebcfd72403106a8.jpg,summer,2020-08,1197
8.0,7,EUR,1000,0,4.0,443,0,0,0,0,"Summer,camisole,chiffon,Dress,slim,beach dress,Ladies,Women's Fashion,backless,printed,Floral,Robes,Beach,Casual,Women",khaki,S,4,Livraison standard,2,0,46,50,,,CN,Kallyett,kallyett,"81 % avis positifs (3,460 notes)",3460,3.8708092485549135,5d49403060c79c113a908720,0,,summer,2020-08,104
5.83,5,EUR,100,0,4.0,22,0,0,0,0,"Summer,Vest,Plus Size,Floral print,camisole,Loose,Round neck,Print,Women's Fashion,Fashion,Floral,sleeveless,Casual,Necks",yellow,XS,3,Livraison standard,1,0,24,50,,,CN,DERNMUUR,,"84 % avis positifs (17,471 notes)",17471,3.952836128441417,5aab3c8ea6bf7a704caec65c,0,,summer,2020-08,1323
16.0,14,EUR,50,0,4.0,2,0,0,0,0,"DIAMOND,Lace,Lace Bikini,crystalbikini,diamondbikini,Rhinestone,diamondbikiniset,Women's Fashion,sportampentertainment,Push up bikini,Women,Bikinis Set,Jewelry,Crystal,nude,Swimsuit,Women's Bikini,beachwearbikini,Swimwear,Bikini,brazilian,Fashion,Swimming",,S,50,Livraison standard,4,0,34,50,,,CN,HQMALL,hqmall,"(3,063 notes)",3063,4.434214822069866,58bd1048662f70531f3962df,0,,summer,2020-08,715
7.0,6,EUR,10000,0,4.0,2483,0,0,0,0,"blouse,Vest,Fashion,Tank,Shirt,Love,graphic tee,Cotton,Tops,topsamptshirt,T Shirts,tank top,Women's Fashion,printed,Summer Fashion,sleeveless,Printed T Shirts,Casual,Women",black,S,50,Livraison standard,2,0,31,50,,,CN,galowtew,galowtew,"87 % avis positifs (34,311 notes)",34311,4.066217831016292,5a9cfdb4ccf0c85918542fdd,0,,summer,2020-08,658
8.0,43,EUR,100,0,4.0,14,0,0,0,0,"Summer,cardigan,women beachwear,chiffon,Sexy women,Coat,summercardigan,openfront,short sleeves,Swimsuit,Women's Fashion,leaf,Green,printed,Spring,longcardigan,Women,Beach,kimono",leopardprint,XS,1,Livraison standard,3,0,36,50,1.0,Quantité limitée !,CN,hxt520,hxt520,86 % avis positifs (295 notes),295,3.989830508474576,5d464a1ffdf7bc44ee933c65,0,,summer,2020-08,815
8.0,7,EUR,1000,1,3.0,111,0,0,0,0,"Summer,Plus Size,long dress,Dress,summer dress,Party Dress,V-neck,Maxi Dresses,Casual,Women's Fashion,Sleeveless dress,backless,Sexy Dress,sleeveless,Women,loose dress,casual dress",grey,XXS,3,Livraison standard,3,0,25,50,1.0,Quantité limitée !,CN,wangxiaoxiadexiaoxingyun,wangxiaoxiadexiaoxingyun,"87 % avis positifs (6,623 notes)",6623,4.072474709346218,5948c9761f2f0f2efb675fa4,0,,summer,2020-08,1355
5.73,5,EUR,100,0,4.0,63,0,0,0,0,"Summer,Shorts,Breathable,Spring,Men,Socks,low,pure,Invisible,Cotton",black,5PAIRS,50,Livraison standard,1,0,137,50,,,CN,chuxinmile,chuxinmile,"85 % avis positifs (3,852 notes)",3852,4.003115264797508,5947799a2eac1104f22e4486,0,,summer,2020-08,320
2.0,8,EUR,50,0,4.0,8,0,0,0,0,"Summer,Fashion,Floral print,Dress,Formal Dresses,Print,Women's Fashion,Party Dress,backless,party,Floral,Party Dresses,sexy,Women",gray,XXS,1,Livraison standard,1,0,40,50,1.0,Quantité limitée !,CN,schmuckdesignonline,schmuckdesignonline,"83 % avis positifs (7,248 notes)",7248,3.9430187637969096,56c94ae6df108f5af83b1e0f,0,,summer,2020-08,47
8.0,7,EUR,10000,0,4.0,1958,0,0,0,0,"Summer,Shorts,Rompers,Casual,Floral,Women's Fashion,off shoulder,sexy,Ladies,sleeveless,Women,Beach,playsuit,jumpsuit",navy blue,S,50,Livraison standard,2,0,25,50,,,CN,besagift,besagift,"(61,895 notes)",61895,4.268002261895145,55e7e41e606d0a18fdfc67d1,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_55e7e41e606d0a18fdfc67d1.jpg,summer,2020-08,1534
12.0,11,EUR,100,0,4.0,37,0,0,0,0,"Women's Fashion,Summer,Shorts,Sleeve,shortsleeveset,mensjoggersuit,sweat suit,Short pants,summersuitset,short sleeves,Sport,summerpant,Sport Suits,toppant,short sleeve shirt,Outfits,men's suits,Casual",white,S,50,Livraison standard,3,0,42,50,,,CN,love ~xi,lovexi,"79 % avis positifs (1,452 notes)",1452,3.7355371900826446,5aca1225e053885132dc837a,0,,summer,2020-08,1393
14.0,12,EUR,5000,1,4.0,643,0,0,0,0,"Women Pants,womens jeans,Shorts,Ladies Fashion,Hot pants,pants,Short pants,Women's Fashion,skinnyshort,summerpant,Fashion,Summer,Denim Shorts,solid color,sexy,Jeans,Ladies,Women Fashion,Women",navyblue,XXS,2,Livraison standard,3,0,43,50,1.0,Quantité limitée !,CN,sjhdstoer,sjhdstoer,"85 % avis positifs (80,093 notes)",80093,4.006692220293909,583138b06339b410ab9663ec,0,,summer,2020-08,1281
11.0,10,EUR,1000,1,4.0,483,0,0,0,0,"bohemia,Mini,Strapless Dress,Dress,slim,vestido de festa,Mini dress,beach dress,Floral dress,Floral,summer dresses,Casual,Women,Tank,Necks,Dresses,Women's Fashion,Floral print,boho,backless,Print,sleeveless",navyblue,XXS,19,Livraison standard,3,0,38,50,,,CN,Longfengjixiang168,longfengjixiang168,"88 % avis positifs (6,364 notes)",6364,4.132463859208047,5864730562a1e84ca10df658,0,,summer,2020-08,49
5.0,5,EUR,50,0,5.0,1,0,0,0,0,"Summer,Plus Size,Tie Dye,tiedyeprint,Dyes,Dress,summer dress,short sleeves,Ladies,Women's Fashion,Shorts,off shoulder dress,Sleeve,Print,women dress,Casual,casual dress",yellow,XS,5,Livraison standard,2,0,47,50,1.0,Quantité limitée !,CN,chaoyang_yangjianfa,chaoyang_yangjianfa,(4 notes),4,3.75,5e6771b33cce5a8dd4f6fd3c,0,,summer,2020-08,438
5.74,5,EUR,100,1,4.0,58,0,0,0,0,"bathing suit,Fashion,high waist,Sunflowers,Beach,Waist,beach wear,Swimwear,Bikini,printed,Suits,Swimming,Women,Swimsuit,Women's Fashion,Two piece set",yellow,XS,1,Livraison standard,2,0,30,50,1.0,Quantité limitée !,CN,keepahorse,keepahorse,"(66,644 notes)",66644,4.137581777804454,577fb2b368116418674befd9,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_577fb2b368116418674befd9.jpg,summer,2020-08,1564
11.0,60,EUR,1000,1,4.0,37,0,0,0,0,"Summer,Plus Size,Necks,long dress,Dress,summer dress,V-neck,Women's Fashion,printed,wavepoint,Women,Loose,Casual,casual dress",white,s,49,Livraison standard,2,0,25,50,1.0,Quantité limitée !,CN,chengyongbo64,cyb654,85 % avis positifs (703 notes),703,3.9601706970128014,5e5363458cd99e4035bcd1c8,0,,summer,2020-08,630
11.0,10,EUR,10000,1,4.0,2102,0,0,0,0,"Summer,Vest,camisole,Tops,T Shirts,Women's Fashion,sleeveless,Women,Swimming,Casual,Shirt",multicolor,XS,50,Livraison standard,2,0,39,50,,,CN,Eleven international,eleveninternational,"86 % avis positifs (14,284 notes)",14284,4.025623074768972,578ed3e53a698c2b54ac93f4,0,,summer,2020-08,1304
14.0,12,EUR,1000,0,4.0,176,0,0,0,0,"casual shoes,Summer,Plus Size,Womens Shoes,Flats,zippers,Denim,Loafers,Women's Fashion,Fashion,Shoes,Canvas,flat shoe,Casual,Canvas Shoes",black,35,5,Livraison standard,4,0,42,50,,,CN,Arashi,arashi,"91 % avis positifs (99,800 notes)",99800,4.2957915831663325,58a3f270e269ee522580e6bb,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_58a3f270e269ee522580e6bb.jpg,summer,2020-08,1287
6.0,6,EUR,5000,0,4.0,901,1,0,1,0,"Summer,Vest,Blouses & Shirts,Women Blouse,Evening Dress,Mini dress,Ladies,beach dress,Fashion,chiffon blouse,sleeveless,Sport,Casual,Women,blouse,Plus Size,Tank,Shirt,Short Sleeve Blouses,Tops,summer dress,Women's Fashion,Print,women dress,feather",black,XS,50,Livraison standard,2,0,31,50,,,CN,LONG Fashion mail,longfashionmail,"89 % avis positifs (9,486 notes)",9486,4.1769976807927485,56db028b3a9cb801c374b3c6,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_56db028b3a9cb801c374b3c6.jpg,summer,2020-08,953
8.0,85,EUR,100,0,4.0,19,0,0,0,0,"summer bikini,women swimsuit,brasbraset,sexy bikini,Swimsuit,floral bikini,Swimwear,Bikini,beach dress,Fashion,pushupswimsuittop,Flowers,women bathing suit,beachwear for women,Nylon,Swimming",blue,M,10,Livraison standard,3,0,42,50,,,CN,Crystalhousee,crystalhousee,"(14,664 notes)",14664,4.231928532460447,59802a908ee78d7ec44d192a,0,,summer,2020-08,576
3.94,8,EUR,100,0,4.0,21,0,0,0,0,"Summer,Leggings,Fashion,high waist,pants,slim,Women's Fashion,trousers,Green,Army,Women",armygreen,XXS,1,Livraison standard,1,0,39,50,,,CN,zoufei,zoufei,86 % avis positifs (189 notes),189,4.068783068783069,5e50e6b968f8f90ec04531bf,0,,summer,2020-08,1274
9.0,50,EUR,20000,0,5.0,2440,0,0,0,0,"vesttop,Summer,Plus Size,Tank,camisole,skullprint,Necks,summer t-shirts,tank top,Round neck,Women's Fashion,Fashion,skull,sexy,Print,sleeveless,Casual,Flowers,Lace",black,M,50,Livraison standard,3,0,41,50,,,CN,hanzhy,hanzhy,"85 % avis positifs (15,106 notes)",15106,4.007149477028995,598d8d1e2afd354f6ef9950d,0,,summer,2020-08,1180
8.0,7,EUR,50,0,4.0,6,0,0,0,0,"sleevelesstopsforwomen,Summer,Fashion,Tank,Shirt,tigershirt,Tops,Sleeveless Shirt,tank top,Cats,bigcat,Funny,Women's Fashion,funnyshirt,carolebaskin,Women",lightblue,XS,4,Livraison standard,3,0,42,50,1.0,Quantité limitée !,CN,VactoryBuy,vactorybuy,"89 % avis positifs (19,281 notes)",19281,4.159898345521499,578caf669035dc557db297c0,0,,summer,2020-08,31
9.0,8,EUR,10000,0,3.0,1783,0,0,0,0,"Summer,Plus Size,Floral print,Lace,Sleeve,Long Sleeve,Dress,Loose,V-neck,Floral,Women's Fashion,Fashion,Floral dress,summer dress,Print,Casual,Necks",white,S,50,Livraison standard,3,0,24,50,1.0,Quantité limitée !,CN,fengjinying,fengjinying,"(10,474 notes)",10474,3.908535421042582,5b160017daac45594728d9ba,0,,summer,2020-08,598
8.0,33,EUR,50,1,5.0,0,0,0,0,0,"Mini,Vest,Fashion,Tank,Halter,Summer,womemstop,Tops,tank top,#top #crop,tankvest,V-neck,sleeveless",khaki,S,50,Livraison standard,2,0,41,50,,,CN,terbuer,terbuer,"87 % avis positifs (9,395 notes)",9395,4.1100585417775415,575cfe470551415caa5505b5,0,,summer,2020-08,153
7.0,33,EUR,100,0,3.0,8,0,0,0,0,"tank top women,Vest,Fashion,Tank,summer tank top,loose top,lace top,Tops,Plus size top,V-neck,Necks,Women's Fashion,Plus Size,Summer,sleeveless tops,Casual T-Shirt,sleeveless,Women Vest,Women,tank top,Lace",blue,S,29,Livraison standard,2,0,43,50,,,CN,xinsheng,新生,"83 % avis positifs (41,623 notes)",41623,3.9174494870624414,56680c90e363a3613607ea61,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_56680c90e363a3613607ea61.jpg,summer,2020-08,1126
5.0,5,EUR,10000,0,4.0,2557,0,0,0,0,"blouse,Summer,Plus Size,Shirt,Sleeve,Beach,Tops,Loose,short sleeves,T Shirts,Shorts,off shoulder,Fashion,Ladies,Women,Women's Fashion,Casual,Cotton",blue,S,10,Livraison standard,1,0,48,50,,,CN,guangzhouweishiweifushiyouxiangongsi,广州唯适唯服饰有限公司,"83 % avis positifs (32,168 notes)",32168,3.8845436458592384,558c2cdc89d53c4005ea2920,0,,summer,2020-08,301
12.0,31,EUR,1000,0,4.0,344,0,0,0,0,"bathing suit,Fashion,Sports & Outdoors,summersuit,Men,pantssuit,T Shirts,Basketball,Men's pants,printed,Sport,Swimming suit,tshirtsuit,Shorts,Shirt,Clothing,track suit,Fashion Suits,Running,Men's Fashion,Sport Suits,Suits",green,XS,50,Expediere Standard,3,0,12,50,1.0,Quantité limitée !,CN,wuguipanwei2016,wuguipanwei2016,85% Feedback pozitiv (639 rating),639,4.0078247261345865,56effd3864d54a58a619bdb1,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_56effd3864d54a58a619bdb1.jpg,summer,2020-08,497
8.0,7,EUR,1000,0,4.0,234,0,0,0,0,"Summer,Tassels,Plus Size,halter dress,Halter,Sleeve,Dresses,Pleated,summer dress,short sleeves,Mini dress,tasseldre,Shorts,off shoulder,sexy,Dress,women dress,Women,Women's Fashion,loose dress,casual dress",purple,XS,3,Livraison standard,3,0,27,50,1.0,Quantité limitée !,CN,bluesky1,bluesky1,"86 % avis positifs (47,356 notes)",47356,4.05688825069685,545c2b1790c776172b72d5ab,0,,summer,2020-08,332
7.0,6,EUR,1000,1,4.0,207,0,0,0,0,"women bags,beachbag,strawbag,pursesampwallet,Shoulder Bags,Handmade,fashion bag,minibag,Bags,Crossbody Bag,Summer,Handbags,Women's Fashion,Beach,woven,Women",green,Pack of 1,50,Livraison standard,2,0,36,50,1.0,Quantité limitée !,CN,bagbagbagshop,caeagle,"93 % avis positifs (4,425 notes)",4425,4.3324293785310735,5b8deaae2eb51f6d30ff9a3d,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5b8deaae2eb51f6d30ff9a3d.jpg,summer,2020-08,571
9.0,22,EUR,10000,0,4.0,1860,0,0,0,0,"Summer,Plus Size,Tank,tunic top,asymmetric,summer shirt,summer t-shirts,tank top,women summer tops,Sleeveless Shirt,Fashion,women tank top,Ladies,Printed T Shirts,Tops,Women",blue,XS,50,Livraison standard,3,0,18,50,,,CN,LISTONE,listone,"82 % avis positifs (9,177 notes)",9177,3.8740329083578513,59b7d6e1eea5c510889ea754,0,,summer,2020-08,336
16.0,106,EUR,100,0,5.0,76,0,0,0,0,"crochet,gowns,Club Dress,Plus Size,short dress,Summer,robefemme,Dress,Lace Dress,Women's Fashion,Mini dress,floral lace,beach dress,coldshoulder,Sexy Dress,Floral,Women,Lace,lanternsleeve",white,M,50,Livraison standard,5,0,40,50,,,CN,asyouwill,asyouwill,"(15,551 notes)",15551,4.2336827213684005,583658e928f25754106ae102,0,,summer,2020-08,1211
9.0,8,EUR,1000,1,3.0,99,0,0,0,0,"Summer,Plus Size,Sleeve,Dress,Loose,short sleeves,V-neck,Shorts,Women's Fashion,Fashion,Print,Casual,Women Fashion",red,Size S,44,Livraison standard,3,0,28,50,1.0,Quantité limitée !,CN,shuilingjiao international trade company,shuilingjiaointernationaltradecompany,"(88,193 notes)",88193,4.080890773644168,5533c83986ff95173dc017d0,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5533c83986ff95173dc017d0.jpg,summer,2020-08,1314
11.0,75,EUR,1000,1,4.0,70,0,0,0,0,"Summer,Vest,Plus Size,vest dress,long dress,Dress,Spaghetti Strap,V-neck,Ladies,Women's Fashion,Party Dress,women dress,Floral,Party Dresses,Skirts,Casual,party,Floral print,Dresses,summer dress,Maxi Dresses,Print,sleeveless",purple,Size-S,50,Livraison standard,3,0,25,50,,,CN,XMZMALL,xmzmall,74 % avis positifs (104 notes),104,3.682692307692308,5d57d3a9cf65030dc331b0b2,0,,summer,2020-08,405
3.69,53,EUR,100,1,5.0,11,1,0,0,1,"Summer,Fashion,pants,women's pants,midwaist,Loose,straighttrouser,Casual,Women's Fashion,solid color,midpant,Large Size,slim,croppedtrouser,Women",black,6XL,1,Livraison standard,1,0,27,50,,,CN,xonyaly,xonyaly,(277 notes),277,3.8555956678700363,550bed073fca100d87116858,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_550bed073fca100d87116858.jpg,summer,2020-08,988
11.0,10,EUR,10000,0,4.0,2422,0,0,0,0,"blouse,Women,off shoulder top,Lace,Hollow-out,Tops,sexyblouse,lace shirts,flaresleeve,T Shirts,backless,Long sleeve top,Summer Fashion,sexy,white,women top,Women's Fashion,Sleeve,Shirt",white,S,50,Livraison standard,3,0,46,50,,,CN,Gdear,gdear,"92 % avis positifs (78,616 notes)",78616,4.310432990739798,5705e40cfda6252c1a9db062,0,,summer,2020-08,575
8.0,13,EUR,10000,0,4.0,2753,0,0,0,0,"Midi Dresses,Sleeve,Dresses,packagehip,Dress,slim,short sleeves,Shorts,Women's Fashion,Fashion,vestido,Robes,Bodycon Dresses,basicvestido,Women",grey,S,50,Livraison standard,3,0,44,50,,,CN,Ashley Go,ashleygo,"84 % avis positifs (33,148 notes)",33148,3.9756244720646805,58579043e950f24d94f612dc,0,,summer,2020-08,1470
6.0,23,EUR,1000,1,4.0,251,0,0,0,0,"blouse,Vest,Fashion,Tank,Shirt,Tops,T Shirts,tank tops women,Women's Fashion,sleeveless,Casual,Lace",white,S,50,Livraison standard,2,0,54,50,,,CN,This is a pair of eyes that you find,thisisapairofeyesthatyoufind,"(6,457 notes)",6457,3.9704196995508743,5857e83a1e95514d46b046dd,0,,summer,2020-08,55
9.0,8,EUR,5000,0,4.0,878,0,0,0,0,"Summer,short sleeve dress,Mini,Pleated,tank top,t-shirt dress,beach dress,Fashion,pocketsdres,summer dresses,Casual,Cotton,Ladies Fashion,Tops,Ladies,women dress,Women,Beach,Plus Size,ruffle,Dress,Mini dress,Pocket,Women's Fashion,party,sexy,casual dress,Shorts,Tank,Sleeve,T Shirts,Cotton Dress,loose dress",grey,S,48,Livraison standard,3,0,20,50,1.0,Quantité limitée !,CN,zhaojinghui,zhaojinghui,"85 % avis positifs (3,915 notes)",3915,3.986206896551724,58160e10f870301b4bff64fc,0,,summer,2020-08,207
11.0,10,EUR,100,1,3.0,39,0,0,0,0,"Summer,Plus Size,partydressesforwomen,Lace,robefemme,Dress,Lace Dress,casualdressesforwomen,Women's Fashion,white dress,sexydressesforwoman,beach dress,Fashion,backless,plus size dress,summerdressesforwomen,sundressesforwomen,Robes,Beach,white,Necks",pink,XS,3,Livraison standard,2,0,47,50,,,CN,lqyaim,lqyaim,79 % avis positifs (103 notes),103,3.689320388349514,5c7dee45a0e257512a5dd7f0,0,,summer,2020-08,264
8.0,7,EUR,5000,0,4.0,870,0,0,0,0,"blouse,Summer,Womens Blouse,long sleeve blouse,Shirt,Sleeve,Women Blouse,Plus Size,Blouses & Shirts,casual shirt,Casual,Tops,Women's Fashion,blouse women,Casual T-Shirt,Tops & Blouses,Printed T Shirts,Fashion,long sleeve shirt,Women",multicolor,S,50,Livraison standard,2,0,21,50,,,CN,shaomengna,shaomengna,"90 % avis positifs (2,380 notes)",2380,4.251260504201681,58eb0bacd36f081046b7149c,0,,summer,2020-08,848
6.0,9,EUR,10000,0,4.0,2211,0,0,0,0,"Summer,Fashion,crop top,Love,Tank,Tops,summer t-shirts,short sleeves,tank top,Crewneck,women t shirt,Casual T-Shirt,Ladies,sleeveless,Women,Women's Fashion,T Shirts,printed",pink,S,50,Livraison standard,2,0,41,50,,,CN,BENNA,benna,"86 % avis positifs (55,089 notes)",55089,4.032946686271306,55cc3e5f845591103477a2f8,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_55cc3e5f845591103477a2f8.jpg,summer,2020-08,352
11.0,54,EUR,1000,1,4.0,90,0,0,0,0,"Summer,Vest,Plus Size,Tank,tunic,Tops,tank top,Print,Women's Fashion,Printing,blousetop,V-neck,sleeveless,Fashion,Casual",red,S,36,Livraison standard,2,0,29,50,,,CN,changzhouzeranshangmaoyouxiangongsi,常州泽然商贸有限公司,"87 % avis positifs (11,401 notes)",11401,4.093588281729673,556425de56aea60ea1d17778,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_556425de56aea60ea1d17778.jpg,summer,2020-08,1137
11.0,14,EUR,20000,1,4.0,8029,0,0,0,0,"Summer,Leggings,trousers,high waist,Casual pants,Army,pants,Women's Fashion,pencil pants,Fashion,Green,Women,slim,Pants & Capris",black,S,19,Livraison standard,2,0,43,50,,,CN,xiaomi,xiaomi,"88 % avis positifs (17,760 notes)",17760,4.137105855855856,53db691bd911395c8b2f92be,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_53db691bd911395c8b2f92be.jpg,summer,2020-08,728
5.0,5,EUR,100,0,5.0,6,0,0,0,0,"suspenders,Summer,Fashion,Lace,button,slim,Women's Fashion,sexy lace,sexy,solid color,sleeveless,Women,blouse,Tops,Shirt",pink,S,50,Livraison standard,2,0,45,50,1.0,Quantité limitée !,CN,Sangboo Store,sangboostore,"82 % avis positifs (10,600 notes)",10600,3.8675471698113206,582833faea77701b456c786a,0,,summer,2020-08,437
6.0,11,EUR,100,0,3.0,4,0,0,0,0,"Summer,Plus Size,Necks,chiffon,chiffon dress,Dress,summer dress,V Neckdress,beach dress,Mini dress,slingdre,Sleeveless dress,sleeveless,women dress,Women,Women's Fashion,Casual,casual dress",white,S,50,Livraison standard,2,0,17,50,1.0,Quantité limitée !,CN,myunxiaodian,myunxiaodian,"85 % avis positifs (5,264 notes)",5264,4.032864741641338,5aa78a0c75599a5bd049d682,0,,summer,2020-08,1111
6.0,8,EUR,100,1,3.0,13,0,0,0,0,"Summer,Plus Size,Cotton T Shirt,womens shirt,summer t-shirts,short sleeves,V-neck,T Shirts,Fashion,sexy,Casual,Women,blouse,Shorts,Sleeve,Pure Color,Women's Fashion,Pullovers,Tops",lightblue,XS,2,Livraison standard,2,0,40,50,,,CN,lanniesdesign,lanniesdesign,"84 % avis positifs (3,515 notes)",3515,3.983783783783784,56cd27b048e91e13aa3986e4,0,,summer,2020-08,1204
11.0,14,EUR,20000,1,4.0,8029,0,0,0,0,"Summer,Leggings,trousers,high waist,Casual pants,Army,pants,Women's Fashion,pencil pants,Fashion,Green,Women,slim,Pants & Capris",black,S,19,Livraison standard,2,0,43,50,1.0,Quantité limitée !,CN,xiaomi,xiaomi,"88 % avis positifs (17,760 notes)",17760,4.137105855855856,53db691bd911395c8b2f92be,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_53db691bd911395c8b2f92be.jpg,summer,2020-08,150
5.0,6,EUR,5000,0,4.0,824,0,0,0,0,"Fashion,Shirt,Corset,pants,Tops,Women's Fashion,homeampliving,boho,lace lingerie,Sleepwear,Casual,Bras,Women",gray,S,50,Livraison standard,1,0,41,50,1.0,Quantité limitée !,CN,Beauty Look,beautylook,"86 % avis positifs (32,778 notes)",32778,4.048355604368783,58d20e95c7b73b52c9670c22,0,,summer,2020-08,686
1.86,9,EUR,100,1,4.0,42,0,0,0,0,"Summer,Fashion,pants,widelegpant,Women's Fashion,trousers,solid color,Wool,Casual,Women",pink,XS,2,Livraison standard,1,0,40,50,1.0,Quantité limitée !,CN,schmuckdesignonline,schmuckdesignonline,"83 % avis positifs (7,248 notes)",7248,3.9430187637969096,56c94ae6df108f5af83b1e0f,0,,summer,2020-08,359
5.0,11,EUR,100,0,4.0,54,0,0,0,0,"Summer,Plus Size,street style,V-neck,women summer tops,Sleeveless Shirt,Fashion,Casual T-Shirt,Casual,T Shirts,Shirt,blouse,Tank,summer tank top,Tops,Women's Fashion,woman shirt summer,Women,women tank top,sleeveless,summer t-shirts,Loose tank tops,Pure Color",green,S,38,Livraison standard,1,0,17,50,,,CN,fenghuang1,fenghuang1,"86 % avis positifs (4,836 notes)",4836,4.039495450785774,5a13e07c5d6f342d64b51237,0,,summer,2020-08,390
7.0,22,EUR,100,0,4.0,52,0,0,0,0,"Summer,faithtshirt,letter print,summer t-shirts,short sleeves,T Shirts,Fashion,topsamptshirt,christianshirt,Women Fashion,Women,blouse,Shorts,Tank,Shirt,Sleeve,Tops,Gifts,Casual,kindne,Print,Women's Fashion",grey,M,50,Livraison standard,2,0,51,50,,,US,bethaz19,bethaz19,"90 % avis positifs (2,199 notes)",2199,4.236471123237837,583e3e7a5022c71b82d1b18c,0,,summer,2020-08,839
14.0,102,EUR,1000,0,5.0,197,1,0,1,0,"Summer,short sleeve dress,summerdresseswomen,Vintage,baggydresseswomen,floralprinteddres,Women's Fashion,Casual,Floral,vintagedresswomen,dressesforwomen,A line dress,Midi Dress,Dress,Women,floraldresseswomen,casualloosedres,printed",yellow,L,50,Standard Shipping,4,0,40,50,,,CN,SweetKissfashion,sweetkissfashion,"89% Positive Feedback (17,856 ratings)",17856,4.17372311827957,5a4df4937ce75c31079ba413,0,,summer,2020-08,565
5.0,5,EUR,100,0,3.0,45,0,0,0,0,"Summer,Plus Size,bralette top,womens bralette,sexy underwear,lace bralette top,tank top,floral lace,Women's Fashion,Fashion,sexy lace,sexy,Casual,Bras,Lace,push up bra,Underwear,Shorts,Tank,brassiere,Tops,Fitness,ultrathinbra",pink,XS,50,Livraison standard,2,0,35,50,,,CN,wisetqw,wisetqw,"86 % avis positifs (9,857 notes)",9857,4.053971796692705,5a9e3a01ccf0c80c2d372870,0,,summer,2020-08,284
